place_id,review_type,1st_topic,2nd_topic,3rd_topic,name,region,reviews_link
ChIJB_opNAqmVg0RLH2vuotoVOY,negatif,attente,prise en charge d'urgence 1,mauvaise expérience,centre hospitalier de dax - côte d'argent,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJB_opNAqmVg0RLH2vuotoVOY&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJB_opNAqmVg0RLH2vuotoVOY,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier de dax - côte d'argent,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJB_opNAqmVg0RLH2vuotoVOY&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJBdVbYQAtrhIRdgkRJsw4_es,negatif,mauvaise expérience,attente,personnel désagréable,trésorerie de centre hospitalier,Occitanie,https://search.google.com/local/reviews?placeid=ChIJBdVbYQAtrhIRdgkRJsw4_es&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJBdVbYQAtrhIRdgkRJsw4_es,positif,mauvaise expérience,attente,examen et consultation,trésorerie de centre hospitalier,Occitanie,https://search.google.com/local/reviews?placeid=ChIJBdVbYQAtrhIRdgkRJsw4_es&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJC0X9rmOB2RIRgF3uuaWVjLQ,negatif,attente,examen et consultation,personnel désagréable,clinique de l'ospedale,Corse,https://search.google.com/local/reviews?placeid=ChIJC0X9rmOB2RIRgF3uuaWVjLQ&q=centre+hospitalier+%252B+France&authuser=0&hl=fr&gl=FR
ChIJC0X9rmOB2RIRgF3uuaWVjLQ,positif,prise en charge d'urgence 2,personnel agréable et à l'écoute,professionnalisme,clinique de l'ospedale,Corse,https://search.google.com/local/reviews?placeid=ChIJC0X9rmOB2RIRgF3uuaWVjLQ&q=centre+hospitalier+%252B+France&authuser=0&hl=fr&gl=FR
ChIJC3Y9kUnuEEgRH1ULC4h8CHo,negatif,examen et consultation,attente,mauvaise expérience,hôpital de la villeneuve - groupe hospitalier bretagne sud - quimperlé,Bretagne,https://search.google.com/local/reviews?placeid=ChIJC3Y9kUnuEEgRH1ULC4h8CHo&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJC3Y9kUnuEEgRH1ULC4h8CHo,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,attente,hôpital de la villeneuve - groupe hospitalier bretagne sud - quimperlé,Bretagne,https://search.google.com/local/reviews?placeid=ChIJC3Y9kUnuEEgRH1ULC4h8CHo&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJCT4DMTZQDkgRWfAzPb0ckCg,negatif,attente,mauvaise expérience,personnel désagréable,centre hospitalier du docteur de tersannes,Bretagne,https://search.google.com/local/reviews?placeid=ChIJCT4DMTZQDkgRWfAzPb0ckCg&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJCX79VZxarhIRxNlfUsoWac0,negatif,attente,personnel agréable et à l'écoute,maternité,centre hospitalier jean pierre cassabel - service imagerie,Occitanie,https://search.google.com/local/reviews?placeid=ChIJCX79VZxarhIRxNlfUsoWac0&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJCX79VZxarhIRxNlfUsoWac0,positif,personnel agréable et à l'écoute,examen et consultation,mauvaise expérience,centre hospitalier jean pierre cassabel - service imagerie,Occitanie,https://search.google.com/local/reviews?placeid=ChIJCX79VZxarhIRxNlfUsoWac0&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJC_Hsgtd0DEgRqgr5sKFc-54,negatif,examen et consultation,attente,prise en charge d'urgence 2,centre hospitalier de coutances,Normandie,https://search.google.com/local/reviews?placeid=ChIJC_Hsgtd0DEgRqgr5sKFc-54&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJC_Hsgtd0DEgRqgr5sKFc-54,positif,prise en charge d'urgence 2,professionnalisme,personnel agréable et à l'écoute,centre hospitalier de coutances,Normandie,https://search.google.com/local/reviews?placeid=ChIJC_Hsgtd0DEgRqgr5sKFc-54&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJCcGnT5JfEEgRNVXCUou17R8,negatif,professionnalisme,mauvaise expérience,maternité,centre de gérontologie clinique de kerbernès - groupe hospitalier bretagne sud - ploemeur,Bretagne,https://search.google.com/local/reviews?placeid=ChIJCcGnT5JfEEgRNVXCUou17R8&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJCcGnT5JfEEgRNVXCUou17R8,positif,professionnalisme,personnel agréable et à l'écoute,locaux et accès,centre de gérontologie clinique de kerbernès - groupe hospitalier bretagne sud - ploemeur,Bretagne,https://search.google.com/local/reviews?placeid=ChIJCcGnT5JfEEgRNVXCUou17R8&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJCcosywgdDkgRofm1NZBH3-U,negatif,attente,examen et consultation,prise en charge d'urgence 2,samu 22,Bretagne,https://search.google.com/local/reviews?placeid=ChIJCcosywgdDkgRofm1NZBH3-U&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJD-DD5AjeDkgRApNNWHxg5Ms,negatif,attente,prise en charge d'urgence 2,mauvaise expérience,urgences - centre hospitalier privé saint-grégoire,Bretagne,https://search.google.com/local/reviews?placeid=ChIJD-DD5AjeDkgRApNNWHxg5Ms&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJD0vY91heEEgROhtUBk8jvho,negatif,mauvaise expérience,personnel désagréable,attente,efs – maison du don –lorient,Bretagne,https://search.google.com/local/reviews?placeid=ChIJD0vY91heEEgROhtUBk8jvho&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJD0vY91heEEgROhtUBk8jvho,positif,personnel agréable et à l'écoute,examen et consultation,personnel désagréable,efs – maison du don –lorient,Bretagne,https://search.google.com/local/reviews?placeid=ChIJD0vY91heEEgROhtUBk8jvho&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJD1Qz8AUdDkgRPLgNqcpAjo4,negatif,prise en charge d'urgence 2,personnel agréable et à l'écoute,examen et consultation,"centre hospitalier de saint brieuc, service des urgences",Bretagne,https://search.google.com/local/reviews?placeid=ChIJD1Qz8AUdDkgRPLgNqcpAjo4&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJD30SjwAtrhIRiY-jkJI0liE,negatif,attente,mauvaise expérience,examen et consultation,centre hospitalier de carcassonne,Occitanie,https://search.google.com/local/reviews?placeid=ChIJD30SjwAtrhIRiY-jkJI0liE&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJD30SjwAtrhIRiY-jkJI0liE,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier de carcassonne,Occitanie,https://search.google.com/local/reviews?placeid=ChIJD30SjwAtrhIRiY-jkJI0liE&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJD3k6uXTYVA0RJgEBU7ftZ3c,negatif,examen et consultation,attente,prise en charge d'urgence 1,hôpital des enfants - groupe hospitalier pellegrin - chu de bordeaux,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJD3k6uXTYVA0RJgEBU7ftZ3c&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJD3k6uXTYVA0RJgEBU7ftZ3c,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,hôpital des enfants - groupe hospitalier pellegrin - chu de bordeaux,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJD3k6uXTYVA0RJgEBU7ftZ3c&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJD7s8umrXVA0Rl-mee54f6oU,negatif,mauvaise expérience,attente,prise en charge d'urgence 1,centre hospitalier vétérinaire aquivet,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJD7s8umrXVA0Rl-mee54f6oU&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJD7s8umrXVA0Rl-mee54f6oU,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier vétérinaire aquivet,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJD7s8umrXVA0Rl-mee54f6oU&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJDWvOFN8rEkgRVONBONlAtiY,negatif,mauvaise expérience,prise en charge d'urgence 1,personnel désagréable,ehpad min ran,Bretagne,https://search.google.com/local/reviews?placeid=ChIJDWvOFN8rEkgRVONBONlAtiY&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJDWvOFN8rEkgRVONBONlAtiY,positif,professionnalisme,prise en charge d'urgence 1,prise en charge d'urgence 2,ehpad min ran,Bretagne,https://search.google.com/local/reviews?placeid=ChIJDWvOFN8rEkgRVONBONlAtiY&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJE04uiSQU2hIR4oT5H4P46os,positif,personnel agréable et à l'écoute,professionnalisme,maternité,centre valicelli,Corse,https://search.google.com/local/reviews?placeid=ChIJE04uiSQU2hIR4oT5H4P46os&q=centre+hospitalier+%252B+France&authuser=0&hl=fr&gl=FR
ChIJE5_1H2F2VQ0RnxmpQBhNGX0,negatif,prise en charge d'urgence 2,locaux et accès,professionnalisme,centre hospitalier de bazas,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJE5_1H2F2VQ0RnxmpQBhNGX0&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJE5_1H2F2VQ0RnxmpQBhNGX0,positif,attente,examen et consultation,mauvaise expérience,centre hospitalier de bazas,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJE5_1H2F2VQ0RnxmpQBhNGX0&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJE9fByD8arxIR9ZYLUl5I54U,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier intercommunal des vallées de l'ariège,Occitanie,https://search.google.com/local/reviews?placeid=ChIJE9fByD8arxIR9ZYLUl5I54U&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJE9fByD8arxIR9ZYLUl5I54U,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier intercommunal des vallées de l'ariège,Occitanie,https://search.google.com/local/reviews?placeid=ChIJE9fByD8arxIR9ZYLUl5I54U&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJEYK1uDXID0gROSsRfghpcS8,negatif,mauvaise expérience,prise en charge d'urgence 2,personnel désagréable,cmps centre médico-psychologique de secteur pour adultes,Bretagne,https://search.google.com/local/reviews?placeid=ChIJEYK1uDXID0gROSsRfghpcS8&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJEaElR7OArhIR8z5JeGUlRiM,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier de lavaur,Occitanie,https://search.google.com/local/reviews?placeid=ChIJEaElR7OArhIR8z5JeGUlRiM&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJEaElR7OArhIR8z5JeGUlRiM,positif,personnel agréable et à l'écoute,maternité,prise en charge d'urgence 2,centre hospitalier de lavaur,Occitanie,https://search.google.com/local/reviews?placeid=ChIJEaElR7OArhIR8z5JeGUlRiM&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJEbocUAUpCUgRmzTWJnSyiZg,negatif,examen et consultation,mauvaise expérience,attente,centre hospitalier simone veil de vitré,Bretagne,https://search.google.com/local/reviews?placeid=ChIJEbocUAUpCUgRmzTWJnSyiZg&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJEbocUAUpCUgRmzTWJnSyiZg,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,maternité,centre hospitalier simone veil de vitré,Bretagne,https://search.google.com/local/reviews?placeid=ChIJEbocUAUpCUgRmzTWJnSyiZg&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJF2W6boMs_0cR6QeEPqKGi0s,negatif,mauvaise expérience,attente,professionnalisme,centre hospitalier saint yrieix,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJF2W6boMs_0cR6QeEPqKGi0s&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJF2W6boMs_0cR6QeEPqKGi0s,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,personnel désagréable,centre hospitalier saint yrieix,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJF2W6boMs_0cR6QeEPqKGi0s&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJFX9dr_4vikcRJJszpnb91DE,negatif,examen et consultation,attente,mauvaise expérience,centre hospitalier,Auvergne-Rhône-Alpes,https://search.google.com/local/reviews?placeid=ChIJFX9dr_4vikcRJJszpnb91DE&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJFX9dr_4vikcRJJszpnb91DE,positif,prise en charge d'urgence 2,personnel agréable et à l'écoute,professionnalisme,centre hospitalier,Auvergne-Rhône-Alpes,https://search.google.com/local/reviews?placeid=ChIJFX9dr_4vikcRJJszpnb91DE&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJFXI5UsBStRIRdu_CPZRVg_g,negatif,mauvaise expérience,personnel désagréable,prise en charge d'urgence 2,centre hospitalier drôme vivarais,Auvergne-Rhône-Alpes,https://search.google.com/local/reviews?placeid=ChIJFXI5UsBStRIRdu_CPZRVg_g&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJFXI5UsBStRIRdu_CPZRVg_g,positif,prise en charge d'urgence 1,prise en charge d'urgence 2,personnel désagréable,centre hospitalier drôme vivarais,Auvergne-Rhône-Alpes,https://search.google.com/local/reviews?placeid=ChIJFXI5UsBStRIRdu_CPZRVg_g&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJF_9xT2lu5kcRrjESyBR_Olw,negatif,attente,mauvaise expérience,examen et consultation,hôpital lariboisière ap-hp,Île-de-France,https://search.google.com/local/reviews?placeid=ChIJF_9xT2lu5kcRrjESyBR_Olw&q=centre+hospitalier+%252B+France&authuser=0&hl=fr&gl=FR
ChIJF_9xT2lu5kcRrjESyBR_Olw,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,hôpital lariboisière ap-hp,Île-de-France,https://search.google.com/local/reviews?placeid=ChIJF_9xT2lu5kcRrjESyBR_Olw&q=centre+hospitalier+%252B+France&authuser=0&hl=fr&gl=FR
ChIJGUGDha1_-UcR92z2RDxPWTw,negatif,attente,prise en charge d'urgence 1,mauvaise expérience,centre hospitalier de guéret,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJGUGDha1_-UcR92z2RDxPWTw&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJGUGDha1_-UcR92z2RDxPWTw,positif,personnel agréable et à l'écoute,professionnalisme,prise en charge d'urgence 2,centre hospitalier de guéret,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJGUGDha1_-UcR92z2RDxPWTw&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJGaVcOWV190cRn5Ty1vbhUDU,negatif,attente,personnel désagréable,maternité,centre hospitalier du mont-dore,Auvergne-Rhône-Alpes,https://search.google.com/local/reviews?placeid=ChIJGaVcOWV190cRn5Ty1vbhUDU&q=centre+hospitalier+%252B+France&authuser=0&hl=fr&gl=FR
ChIJGaVcOWV190cRn5Ty1vbhUDU,positif,personnel agréable et à l'écoute,attente,professionnalisme,centre hospitalier du mont-dore,Auvergne-Rhône-Alpes,https://search.google.com/local/reviews?placeid=ChIJGaVcOWV190cRn5Ty1vbhUDU&q=centre+hospitalier+%252B+France&authuser=0&hl=fr&gl=FR
ChIJH4YT1cQUVQ0RlUarTybV26s,negatif,personnel désagréable,mauvaise expérience,attente,centre hospitalier spécialisé de cadillac,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJH4YT1cQUVQ0RlUarTybV26s&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJH4YT1cQUVQ0RlUarTybV26s,positif,examen et consultation,personnel agréable et à l'écoute,maternité,centre hospitalier spécialisé de cadillac,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJH4YT1cQUVQ0RlUarTybV26s&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJH4roT1NKshIRpeGUSNLQ1z0,negatif,attente,prise en charge d'urgence 1,examen et consultation,centre hospitalier,Occitanie,https://search.google.com/local/reviews?placeid=ChIJH4roT1NKshIRpeGUSNLQ1z0&q=centre+hospitalier+%252B+France&authuser=0&hl=fr&gl=FR
ChIJH4roT1NKshIRpeGUSNLQ1z0,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier,Occitanie,https://search.google.com/local/reviews?placeid=ChIJH4roT1NKshIRpeGUSNLQ1z0&q=centre+hospitalier+%252B+France&authuser=0&hl=fr&gl=FR
ChIJHRB-MCiI90cRl8l86a2P7OE,negatif,prise en charge d'urgence 2,mauvaise expérience,prise en charge d'urgence 1,centre hospitalier de bort-les-orgues,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJHRB-MCiI90cRl8l86a2P7OE&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJHRB-MCiI90cRl8l86a2P7OE,positif,professionnalisme,personnel désagréable,prise en charge d'urgence 1,centre hospitalier de bort-les-orgues,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJHRB-MCiI90cRl8l86a2P7OE&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJHdcVzKIUVQ0RaSFdcip7HHo,negatif,locaux et accès,professionnalisme,attente,🅿️ centre hospitalier de cadillac,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJHdcVzKIUVQ0RaSFdcip7HHo&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJHdcVzKIUVQ0RaSFdcip7HHo,positif,personnel agréable et à l'écoute,maternité,prise en charge d'urgence 2,🅿️ centre hospitalier de cadillac,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJHdcVzKIUVQ0RaSFdcip7HHo&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJI9zsev7rtRIRfxgdiUZ3k4E,negatif,examen et consultation,attente,mauvaise expérience,centre hospitalier d'avignon,Provence-Alpes-Côte d'Azur,https://search.google.com/local/reviews?placeid=ChIJI9zsev7rtRIRfxgdiUZ3k4E&q=centre+hospitalier+%252B+France&authuser=0&hl=fr&gl=FR
ChIJI9zsev7rtRIRfxgdiUZ3k4E,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier d'avignon,Provence-Alpes-Côte d'Azur,https://search.google.com/local/reviews?placeid=ChIJI9zsev7rtRIRfxgdiUZ3k4E&q=centre+hospitalier+%252B+France&authuser=0&hl=fr&gl=FR
ChIJITAb25_KtRIRzuMCBY5ojcU,positif,professionnalisme,maternité,personnel agréable et à l'écoute,centre hospitalier uzès: service gériatrie,Occitanie,https://search.google.com/local/reviews?placeid=ChIJITAb25_KtRIRzuMCBY5ojcU&q=centre+hospitalier+%252B+France&authuser=0&hl=fr&gl=FR
ChIJIYWCVHNyVQ0RME1LRtHuYwU,negatif,attente,examen et consultation,personnel désagréable,centre hospitalier sud gironde site de langon,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJIYWCVHNyVQ0RME1LRtHuYwU&q=centre+hospitalier+%252B+France&authuser=0&hl=fr&gl=FR
ChIJIYWCVHNyVQ0RME1LRtHuYwU,positif,prise en charge d'urgence 2,personnel agréable et à l'écoute,maternité,centre hospitalier sud gironde site de langon,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJIYWCVHNyVQ0RME1LRtHuYwU&q=centre+hospitalier+%252B+France&authuser=0&hl=fr&gl=FR
ChIJIaW_4ba3yhIR8-o4Mn1GJrU,negatif,attente,examen et consultation,professionnalisme,hôpital de die,Auvergne-Rhône-Alpes,https://search.google.com/local/reviews?placeid=ChIJIaW_4ba3yhIR8-o4Mn1GJrU&q=centre+hospitalier+%252B+France&authuser=0&hl=fr&gl=FR
ChIJIaW_4ba3yhIR8-o4Mn1GJrU,positif,personnel agréable et à l'écoute,attente,prise en charge d'urgence 2,hôpital de die,Auvergne-Rhône-Alpes,https://search.google.com/local/reviews?placeid=ChIJIaW_4ba3yhIR8-o4Mn1GJrU&q=centre+hospitalier+%252B+France&authuser=0&hl=fr&gl=FR
ChIJIcC5KfS4ikcRXtk9sKJrepE,negatif,attente,examen et consultation,prise en charge d'urgence 2,centre hospitalier st-marcellin,Auvergne-Rhône-Alpes,https://search.google.com/local/reviews?placeid=ChIJIcC5KfS4ikcRXtk9sKJrepE&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJIcC5KfS4ikcRXtk9sKJrepE,positif,prise en charge d'urgence 2,personnel agréable et à l'écoute,locaux et accès,centre hospitalier st-marcellin,Auvergne-Rhône-Alpes,https://search.google.com/local/reviews?placeid=ChIJIcC5KfS4ikcRXtk9sKJrepE&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJJ0NCs9Dm5UcR-RNTxf9ieok,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier sud francilien,Île-de-France,https://search.google.com/local/reviews?placeid=ChIJJ0NCs9Dm5UcR-RNTxf9ieok&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJJ0NCs9Dm5UcR-RNTxf9ieok,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,maternité,centre hospitalier sud francilien,Île-de-France,https://search.google.com/local/reviews?placeid=ChIJJ0NCs9Dm5UcR-RNTxf9ieok&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJJQEtWHzSEUgRQUZ21P7Ugww,negatif,attente,examen et consultation,prise en charge d'urgence 1,centre hospitalier du centre-bretagne,Bretagne,https://search.google.com/local/reviews?placeid=ChIJJQEtWHzSEUgRQUZ21P7Ugww&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJJQEtWHzSEUgRQUZ21P7Ugww,positif,professionnalisme,personnel désagréable,examen et consultation,centre hospitalier du centre-bretagne,Bretagne,https://search.google.com/local/reviews?placeid=ChIJJQEtWHzSEUgRQUZ21P7Ugww&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJJWZgDrTk2RIRY3QuAflSdtY,negatif,examen et consultation,prise en charge d'urgence 2,professionnalisme,centre hospitalier intercommunal corte-tattone,Corse,https://search.google.com/local/reviews?placeid=ChIJJWZgDrTk2RIRY3QuAflSdtY&q=centre+hospitalier+%252B+France&authuser=0&hl=fr&gl=FR
ChIJJWZgDrTk2RIRY3QuAflSdtY,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier intercommunal corte-tattone,Corse,https://search.google.com/local/reviews?placeid=ChIJJWZgDrTk2RIRY3QuAflSdtY&q=centre+hospitalier+%252B+France&authuser=0&hl=fr&gl=FR
ChIJJ_i9OMpbEEgRELOgL0Q-5jk,negatif,mauvaise expérience,maternité,locaux et accès,epsm sud bretagne ch charcot,Bretagne,https://search.google.com/local/reviews?placeid=ChIJJ_i9OMpbEEgRELOgL0Q-5jk&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJJ_i9OMpbEEgRELOgL0Q-5jk,positif,mauvaise expérience,personnel désagréable,maternité,epsm sud bretagne ch charcot,Bretagne,https://search.google.com/local/reviews?placeid=ChIJJ_i9OMpbEEgRELOgL0Q-5jk&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJJ_z9_9xgqRIRw1BakmVi1Ts,positif,personnel agréable et à l'écoute,locaux et accès,examen et consultation,centre hospitalier de mauvezin,Occitanie,https://search.google.com/local/reviews?placeid=ChIJJ_z9_9xgqRIRw1BakmVi1Ts&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJJz62MqgT9UcRSOTt8gey-TA,negatif,examen et consultation,attente,mauvaise expérience,centre hospitalier d' ardèche nord,Auvergne-Rhône-Alpes,https://search.google.com/local/reviews?placeid=ChIJJz62MqgT9UcRSOTt8gey-TA&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJJz62MqgT9UcRSOTt8gey-TA,positif,personnel agréable et à l'écoute,locaux et accès,professionnalisme,centre hospitalier d' ardèche nord,Auvergne-Rhône-Alpes,https://search.google.com/local/reviews?placeid=ChIJJz62MqgT9UcRSOTt8gey-TA&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJKR0a5UQdDkgRrvO8c0QsPDc,negatif,prise en charge d'urgence 1,attente,personnel agréable et à l'écoute,centre gériatrique des capucins,Bretagne,https://search.google.com/local/reviews?placeid=ChIJKR0a5UQdDkgRrvO8c0QsPDc&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJKR0a5UQdDkgRrvO8c0QsPDc,positif,personnel agréable et à l'écoute,professionnalisme,maternité,centre gériatrique des capucins,Bretagne,https://search.google.com/local/reviews?placeid=ChIJKR0a5UQdDkgRrvO8c0QsPDc&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJKcf_dZBgEEgRQdTNiSQJmlo,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,locaux et accès,hôpital de kerdurand - riantec - groupe hospitalier bretagne sud,Bretagne,https://search.google.com/local/reviews?placeid=ChIJKcf_dZBgEEgRQdTNiSQJmlo&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJKf4u99y-_UcRF6fD_emkvgY,negatif,attente,mauvaise expérience,examen et consultation,chu de poitiers site de la milétrie,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJKf4u99y-_UcRF6fD_emkvgY&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJKf4u99y-_UcRF6fD_emkvgY,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,chu de poitiers site de la milétrie,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJKf4u99y-_UcRF6fD_emkvgY&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJL0oRW0fZVA0ROrMOFTAFpvI,negatif,mauvaise expérience,attente,prise en charge d'urgence 1,maison du haut-lévêque - haut-lévêque - groupe hospitalier sud - chu de bordeaux,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJL0oRW0fZVA0ROrMOFTAFpvI&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJL0oRW0fZVA0ROrMOFTAFpvI,positif,personnel agréable et à l'écoute,professionnalisme,prise en charge d'urgence 2,maison du haut-lévêque - haut-lévêque - groupe hospitalier sud - chu de bordeaux,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJL0oRW0fZVA0ROrMOFTAFpvI&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJL51pdsRnEUgRgUqdJzKcmiY,positif,personnel agréable et à l'écoute,locaux et accès,attente,radiologie centre hospitalier des pays de morlaix,Bretagne,https://search.google.com/local/reviews?placeid=ChIJL51pdsRnEUgRgUqdJzKcmiY&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJL8Drl3XYVA0R2xmwumsDbkE,negatif,maternité,attente,personnel désagréable,centre aliénor d'aquitaine,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJL8Drl3XYVA0R2xmwumsDbkE&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
ChIJL8Drl3XYVA0R2xmwumsDbkE,positif,maternité,personnel agréable et à l'écoute,prise en charge d'urgence 2,centre aliénor d'aquitaine,Nouvelle-Aquitaine,https://search.google.com/local/reviews?placeid=ChIJL8Drl3XYVA0R2xmwumsDbkE&q=centre+hospitalier&authuser=0&hl=fr&gl=FR
